user_id,days_since_last_session,avg_session_duration,session_frequency_7d,session_frequency_30d,sessions_per_week,weekend_activity_ratio,streak_current,streak_longest,ramadan_engagement_ratio,is_ramadan_convert,days_since_ramadan,last_10_nights_sessions,jummah_participation_rate,prayer_time_interaction_rate,eid_participation,muharram_participation,quran_reading_pct,hadith_engagement_pct,lecture_watch_minutes,fiqh_content_views,seerah_content_views,tafsir_engagement,topic_diversity_score,content_completion_rate,bookmark_count,friends_count,shares_sent,comments_made,days_since_last_social,is_churned,days_since_signup,content_quran_read,subscription_basic,subscription_free,subscription_premium,location_Atlanta GA,location_Chicago IL,location_Dallas TX,location_Detroit MI,location_Houston TX,location_Los Angeles CA,location_Minneapolis MN,location_New York NY,location_Philadelphia PA,location_Washington DC
9959-WOFKT,6,26.220749704261692,7,29.400000000000002,7,0.3954101532638976,2,55,1.1863030471454166,0,172,2,0.8311906484864788,0.5748855324981018,1,0,0.4599292261847997,0.08320473666792655,199.68214552638938,46,5,12,0.5837349832500344,0.8678810183386516,41,95,38,24,54,0,2130,423,0,0,1,0,0,0,0,0,0,0,0,0,1
4190-MFLUW,48,5.220062839603905,1,4.2,1,0.4030672744800905,0,14,1.5454783574116606,0,273,0,0.8551219929591796,0.6094889452844707,0,0,0.5186723464431758,0.22423178855605774,0.0,0,16,8,0.509896844611955,0.24231674856467633,68,6,9,54,57,1,300,181,0,1,0,0,0,1,0,0,0,0,0,0,0
4183-MYFRB,3,37.54970182352033,13,54.6,13,0.5046852097981016,17,56,2.3912814970116782,0,111,3,0.31944229865674534,0.8262657557042822,0,0,0.5574275136984536,0.11343130520220027,72.9157054574182,28,6,4,0.7487923781865973,0.7744593142016954,7,87,30,40,13,0,630,472,0,1,0,0,0,0,0,0,1,0,0,0,0
8779-QRDMV,31,2.951375135494043,1,4.2,1,0.5968726446550219,0,9,2.110723466196384,0,208,0,0.8107451502158083,0.0,0,0,0.6645075410879,0.3010975096360115,166.31537890198211,26,18,18,0.41717434674519893,0.23457198340139326,6,32,21,0,30,1,30,210,0,1,0,0,0,0,0,0,0,0,0,1,0
1680-VDCWW,6,37.24687436805019,13,54.6,13,0.28209377152720566,13,94,1.2584173735134716,1,88,0,0.0,0.8133738099183605,1,0,0.0,0.0,0.0,0,0,0,0.3312855977377098,0.6924101966820382,61,112,38,17,32,0,360,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1066-JKSGK,36,6.613268194077641,1,4.2,1,0.41499914605297183,0,3,0.5058006700804587,0,110,0,0.0,0.631756600270694,1,1,0.0,0.0,0.0,0,0,0,0.7756595024950383,0.23916034597775862,52,130,9,7,58,1,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3638-WEABW,0,44.50821116258774,16,67.2,16,0.4053332417131075,2,12,2.112202461039895,0,196,0,0.5514220617915344,0.5561950444792984,0,1,0.5736968768812417,0.3353985988056751,0.0,7,8,7,0.3850274884335792,0.9378231769975356,88,29,39,27,16,0,1740,90,0,0,1,0,0,1,0,0,0,0,0,0,0
6322-HRPFA,5,22.75530234193061,12,50.400000000000006,12,0.384283217897344,22,54,0.8216144887873897,1,38,0,0.38316355663638446,0.6809242474530353,0,0,0.15303573986731034,0.12720910902414428,0.0,41,10,9,0.7809210997897734,0.8153202043703833,15,105,21,73,31,0,1470,59,0,1,0,0,0,0,1,0,0,0,0,0,0
6865-JZNKO,5,22.610267763134765,19,79.8,19,0.3242424046220894,12,93,1.58594829755848,0,263,0,0.6410258394836895,0.4953164119785371,1,0,0.23170882581611707,0.44960057253965274,0.0,41,25,4,0.8906389624276501,0.9343418729110403,52,49,20,71,55,0,900,377,0,1,0,0,0,0,0,0,0,0,1,0,0
6467-CHFZW,48,3.013771501850645,1,4.2,1,0.2454386987679112,0,6,2.151197803728455,0,80,9,0.8160697364326648,0.71675596591396,1,1,0.2982622851625475,0.125306554746473,122.73176013035052,3,12,9,0.3867169995841451,0.17907970504530096,72,91,49,77,41,1,1410,483,0,1,0,0,0,0,0,0,0,1,0,0,0
8665-UTDHZ,70,9.691570477431966,0,0.0,0,0.5967375358993066,0,3,1.318254267436809,0,191,0,0.39358581828463846,0.0,1,0,0.17689364840517574,0.5182877767792785,0.0,26,9,17,0.7376474136606105,0.23689029208423373,91,93,9,74,9,1,30,385,0,1,0,0,1,0,0,0,0,0,0,0,0
5248-YGIJN,5,31.76757320862873,15,63.0,15,0.42474461342858916,2,36,1.3598182663892782,1,158,1,0.5277937583765421,0.7538700712367719,1,0,0.4568647093184962,0.26950069632985246,123.06217831619884,22,38,20,0.7641460815896153,0.9371386275857267,12,139,38,42,19,0,2160,17,0,0,1,1,0,0,0,0,0,0,0,0,0
8773-HHUOZ,69,9.184375514255969,0,0.0,0,0.541963806178738,0,2,2.0152077853201833,1,89,4,0.892862319888132,0.8001567909748467,1,0,0.25052942443412646,0.5975755132891992,122.93988077224158,26,7,17,0.8850083785952789,0.21784503058489216,32,148,49,55,19,1,510,249,0,1,0,0,0,0,0,1,0,0,0,0,0
3841-NFECX,3,34.33458105381772,6,25.200000000000003,6,0.4923691024384338,3,67,1.8702285047927971,1,46,0,0.45851929181188644,0.44729007956141414,1,0,0.34118558994326986,0.2712953209311036,0.0,46,13,18,0.41603343410221605,0.8277540930449232,48,100,3,60,53,0,2130,334,0,0,1,0,0,0,1,0,0,0,0,0,0
4929-XIHVW,0,17.31809895062458,13,54.6,13,0.24808637473401132,5,97,1.5163835391147695,1,264,9,0.31594717739581774,0.7610170966762737,1,1,0.7462223584625438,0.3720637802679104,145.95817080383728,12,33,26,0.892811452498433,0.755047730284818,8,31,37,53,23,0,60,246,0,1,0,0,1,0,0,0,0,0,0,0,0
6827-IEAUQ,6,33.456938223050415,17,71.4,17,0.38447891614302954,21,61,0.9336865827601455,0,260,0,0.7640943706865648,0.8267194311531681,1,1,0.5297901168860125,0.5840725834393841,0.0,9,36,11,0.3106177139532267,0.6383906615657748,67,13,39,71,47,0,810,440,1,0,0,0,0,0,0,0,0,0,0,1,0
7310-EGVHZ,5,37.40269626384483,15,63.0,15,0.3070093841545158,1,75,2.041226681075781,0,132,0,0.0,0.6451287220869246,1,0,0.0,0.0,0.0,0,0,0,0.7781000234958289,0.7024085235016222,97,42,36,35,3,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3413-BMNZE,5,16.26226575158374,13,54.6,13,0.23532575450336615,13,54,2.0002637866378534,0,49,0,0.7935878515401793,0.4575913716280005,1,0,0.7932448354567206,0.22731303517466805,0.0,11,10,8,0.4960676618327441,0.6319502065728431,1,103,35,55,28,0,30,426,0,1,0,1,0,0,0,0,0,0,0,0,0
6234-RAAPL,1,44.47803846999517,8,33.6,8,0.23716230455950207,26,45,1.8949822925901652,1,217,4,0.8170866151297471,0.7176124387700109,1,0,0.7524644825184371,0.5232471958246008,129.7563220087876,30,32,17,0.39089878944237005,0.6018325444373538,48,91,36,40,43,0,2160,347,0,0,1,0,0,0,0,0,0,0,0,1,0
6047-YHPVI,21,9.272843431973035,2,8.4,2,0.23153441089728632,0,14,1.5370632743060777,1,274,0,0.6987682764711145,0.8933769233939715,1,0,0.6823942798162136,0.26034072990514295,0.0,33,1,16,0.36846501611874954,0.24201601068378317,85,90,2,72,40,1,150,97,0,1,0,0,0,0,1,0,0,0,0,0,0
6572-ADKRS,1,42.502497240763034,10,42.0,10,0.45493679628729483,3,35,2.123596506188504,1,276,0,0.8161667388639917,0.8035226537491658,0,1,0.43471738806019966,0.13043873519810867,0.0,33,6,23,0.8145475087918097,0.9255496611802498,14,132,35,79,45,0,1380,117,0,1,0,1,0,0,0,0,0,0,0,0,0
5380-WJKOV,33,8.173477495468633,1,4.2,1,0.5398778806237767,0,3,2.035738500273056,1,309,2,0.8108394963529968,0.5873823380584662,1,0,0.3453439147134518,0.4559934700814233,62.898344009315984,20,15,4,0.8593262545647389,0.32620486117258474,6,81,38,41,17,1,1020,223,0,1,0,0,0,0,0,0,1,0,0,0,0
8168-UQWWF,72,7.047039653471287,0,0.0,0,0.35260639989496434,0,8,0.9248118647582138,0,142,3,0.5124792778900886,0.8408578567475078,1,0,0.6306706225246144,0.5087994416007093,136.31953256680544,2,5,14,0.5719952786213232,0.1768190062259573,91,14,21,29,11,1,330,227,0,1,0,0,0,0,0,1,0,0,0,0,0
8865-TNMNX,4,19.68646657335211,14,58.800000000000004,14,0.4266997744042422,24,84,0.5126195290330213,0,287,0,0.5441081316301076,0.6685407526047209,1,1,0.1192498252111989,0.23528509017948146,0.0,49,8,23,0.3798626835030241,0.8481825232722165,14,37,48,29,8,0,300,112,1,0,0,0,0,0,1,0,0,0,0,0,0
9489-DEDVP,0,18.85259697772204,11,46.2,11,0.5184846697097583,13,35,1.7236145418463849,0,205,1,0.8969773517273074,0.767270821492881,0,0,0.49518606705450696,0.5969570521356579,35.29234054328618,10,20,16,0.4278793997743785,0.6380654892415041,25,131,11,69,2,0,2100,114,0,0,1,0,0,0,0,0,1,0,0,0,0
9867-JCZSP,0,17.633159303543106,12,50.400000000000006,12,0.435519727178,7,55,2.4791287106302806,0,186,0,0.0,0.7244287569525474,1,1,0.0,0.0,0.0,0,0,0,0.5799636551430667,0.8680633801294495,50,69,17,27,3,0,510,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4671-VJLCL,3,42.40485875213807,11,46.2,11,0.4676816487784568,28,67,1.9597662915500265,0,152,5,0.5586694809560862,0.8305666644571181,0,1,0.7237651786427437,0.05480067091048687,55.59856437715897,27,13,20,0.6643506512024077,0.7180259526070746,73,62,15,20,39,0,1890,150,0,0,1,0,0,0,1,0,0,0,0,0,0
4080-IIARD,0,32.230009034330806,8,33.6,8,0.28224336791988464,25,23,1.6041169700576583,0,313,0,0.9230456854866291,0.7594838347536216,1,0,0.20986047674862307,0.34245296856567986,79.57151333315201,17,28,21,0.7906500482415327,0.903744898647364,20,83,43,5,27,0,390,448,0,1,0,0,0,0,0,0,0,1,0,0,0
3714-NTNFO,4,26.820915830241667,18,75.60000000000001,18,0.5701756794480577,18,38,0.7522672088681224,1,150,8,0.387701857993935,0.6583765225825673,1,0,0.5162249411284195,0.2753828147292179,57.27331719056035,9,23,20,0.49633725209272844,0.613442943958691,2,85,28,13,20,0,1470,73,0,1,0,0,0,0,0,0,0,0,0,1,0
5948-UJZLF,1,42.53648331373203,13,54.6,13,0.29159379431189203,26,59,1.7319589054185476,0,223,0,0.656727350004316,0.7248695197563961,1,0,0.5115773929151604,0.20154181587307707,0.0,8,28,9,0.3958542376246958,0.8413338420242632,36,29,22,52,18,0,60,11,0,1,0,0,0,0,0,0,1,0,0,0,0
7760-OYPDY,18,3.0206286567868474,2,8.4,2,0.3967937334953108,0,14,1.9818816753777324,0,362,6,0.7882919984068841,0.8344637133722557,1,1,0.6742367046003352,0.5115915299556194,133.52761679973602,20,37,8,0.8610607920534803,0.34895323690908153,59,136,16,29,46,1,60,19,0,1,0,0,0,0,0,1,0,0,0,0,0
7639-LIAYI,4,16.54704479130659,16,67.2,16,0.2176620890256189,12,29,2.294477118992879,0,37,4,0.7364200743680699,0.8226036511570567,1,1,0.22875192367522787,0.11366970066577078,90.16978303200808,49,17,13,0.35879921458163916,0.8062439311088465,47,97,32,15,29,0,1560,213,0,0,1,1,0,0,0,0,0,0,0,0,0
2954-PIBKO,4,29.51194551515907,12,50.400000000000006,12,0.4905297052245486,10,19,1.4447019519304203,0,289,0,0.3211606028031036,0.8330292595814031,1,0,0.33621544847786833,0.06016920274140867,0.0,21,4,21,0.341489754947009,0.8538759909145719,2,23,4,78,29,0,2070,461,0,0,1,0,0,0,0,0,0,0,0,0,1
8012-SOUDQ,5,27.09068306805856,18,75.60000000000001,18,0.3197360450934045,22,42,1.6257178489782163,0,360,4,0.7038454159479592,0.5420857062417809,1,0,0.6893610381104771,0.24238629281793955,47.37503433240665,26,19,2,0.7432836713747324,0.9279800821331292,7,122,4,75,28,0,1290,340,0,1,0,0,1,0,0,0,0,0,0,0,0
9420-LOJKX,81,4.928892811869703,0,0.0,0,0.23252292143770947,0,8,1.0143984161259196,0,63,1,0.39369642303106495,0.5201357627745549,1,0,0.5974639013764501,0.4611580773809045,103.88895659101182,46,0,27,0.7113940254916842,0.32532521407837506,96,116,23,11,7,1,450,193,0,1,0,0,0,0,0,0,0,0,1,0,0
6575-SUVOI,3,23.501700485039102,16,67.2,16,0.5137356727492464,24,58,0.7871203409684682,0,103,8,0.9012343461425207,0.7611171294815677,1,0,0.1328989204808917,0.18612392728534233,184.7709722325931,18,35,19,0.3717398524700364,0.7352736269197366,67,126,1,54,33,0,750,206,0,1,0,0,0,0,0,1,0,0,0,0,0
7495-OOKFY,88,9.287221229488182,2,8.4,2,0.5810970976127285,0,11,2.027993707450677,0,58,0,0.3646451285828306,0.8715476922491739,1,1,0.12074594271476913,0.1559923243910658,0.0,23,29,15,0.7008807140112405,0.10871161940711278,25,63,6,6,11,1,240,409,0,1,0,0,0,0,0,0,1,0,0,0,0
4667-QONEA,2,27.230331970196755,6,25.200000000000003,6,0.29375364264675424,24,67,0.8528381296650929,0,229,2,0.8278684365086866,0.5859427218650224,1,0,0.6601638772952607,0.21330014850828166,16.06583129053337,10,28,15,0.7987525934809182,0.7663707597929095,21,147,40,42,56,0,1800,373,1,0,0,0,0,0,0,0,0,0,0,0,1
1658-BYGOY,81,2.741234980803636,1,4.2,1,0.20126344380304603,0,8,1.2145517979984561,0,141,5,0.49869080822156603,0.8218460637220162,1,1,0.5482132174371561,0.579024655279878,176.29345259633087,37,29,22,0.33807697639455747,0.39797962340002513,66,70,21,67,51,1,540,292,0,1,0,0,0,0,0,1,0,0,0,0,0
8769-KKTPH,0,15.377263857058502,16,67.2,16,0.2917478855817759,7,14,2.409554061163364,0,146,9,0.5609903552958015,0.6822528466734032,1,0,0.7683044450913963,0.16912271288330122,124.88845450681256,37,36,24,0.7052130634517657,0.7072309872985889,49,87,20,10,35,0,1890,26,1,0,0,0,0,0,0,0,1,0,0,0,0
5067-XJQFU,4,38.05408167505972,12,50.400000000000006,12,0.46370051253347194,26,51,2.059442837114724,0,232,5,0.6923864841841089,0.7560055061454358,1,0,0.7071300026837181,0.21032636619458395,100.13480829140461,24,24,18,0.4814392323033036,0.8464955268444474,61,68,29,35,12,0,1980,29,1,0,0,0,0,1,0,0,0,0,0,0,0
3957-SQXML,0,17.060701693194464,19,79.8,19,0.5314636843159894,12,49,1.5716525426054708,0,33,0,0.0,0.8772484403088991,0,0,0.0,0.0,0.0,0,0,0,0.7871743453495526,0.750414078853327,0,96,15,55,54,0,1020,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5954-BDFSG,1,44.18486265165937,10,42.0,10,0.49859471151602647,20,98,1.331316003197649,0,82,1,0.9374319881972564,0.44519369619703447,0,1,0.7668040195315181,0.2787563794126648,39.461653218287694,3,1,10,0.6603056080462841,0.8033624705411839,36,108,13,44,43,0,2160,492,0,0,1,0,0,0,0,0,0,1,0,0,0
0434-CSFON,6,15.330414775714935,15,63.0,15,0.40398747041076644,12,84,1.0250281853910477,0,246,7,0.6412388228623034,0.7506734722820674,1,1,0.4749771839853879,0.43499454830903167,70.75342686082905,30,4,10,0.6322249528187271,0.8085406082718887,51,85,9,7,26,0,1410,169,0,1,0,0,0,0,0,1,0,0,0,0,0
1215-FIGMP,2,30.628345486262024,8,33.6,8,0.49475366352582095,18,33,1.1227383624523748,1,276,7,0.4384064181912442,0.7356710919832427,1,1,0.34710684034329264,0.45249784205557037,147.1346571160586,5,10,19,0.6576913889844767,0.6054882461494164,39,3,15,73,45,0,1800,140,0,1,0,0,0,1,0,0,0,0,0,0,0
0526-SXDJP,0,19.90047284726359,5,21.0,5,0.42798602279205505,20,90,1.2799852774801797,0,300,0,0.6270449448521711,0.0,1,0,0.6049113764882341,0.20353499598106278,0.0,21,9,21,0.8390122489469916,0.831243451977501,69,98,48,68,8,0,2160,89,0,0,1,0,0,0,0,0,1,0,0,0,0
0557-ASKVU,6,34.35771968342256,16,67.2,16,0.5406322499811764,4,29,1.7260929269327276,0,347,0,0.7660765650726176,0.5488229445344217,1,0,0.12251201528538759,0.4381671058110713,0.0,27,15,22,0.5786690226675455,0.8610364975254964,46,22,29,28,21,0,540,484,1,0,0,0,0,0,0,0,0,1,0,0,0
5698-BQJOH,34,4.727935018845998,0,0.0,0,0.569068178964245,0,14,1.628397109312545,0,210,6,0.68522468850683,0.5144196665648839,1,0,0.5258182703662433,0.3254092739174701,49.1073799892524,40,29,27,0.49055762212857,0.3395443774404173,43,119,20,35,41,1,270,124,0,1,0,0,0,0,0,0,1,0,0,0,0
5122-CYFXA,3,43.81134908833006,5,21.0,5,0.5483253634783398,15,73,0.8517117102713345,0,332,4,0.3641846871629867,0.7156938330090361,1,0,0.4108141421290742,0.25857611385835666,60.819944082036386,39,23,9,0.5200578193293548,0.6448612866425747,16,107,5,24,38,0,90,312,0,1,0,0,0,0,0,0,0,1,0,0,0
8627-ZYGSZ,1,26.923655128374715,14,58.800000000000004,14,0.2061340353205365,12,68,2.2387308751002895,1,113,0,0.31911495935140927,0.7981627634904778,1,1,0.5272119189298646,0.35927023667555685,0.0,37,8,14,0.5056453886368568,0.6057994754707391,99,102,19,57,58,0,1410,312,1,0,0,0,0,0,0,1,0,0,0,0,0
3410-YOQBQ,4,24.629896809730706,17,71.4,17,0.5659986423806463,23,19,0.8481028727862312,0,310,0,0.3778918400931521,0.7527976800412547,1,0,0.663909668113068,0.30082941134698593,112.96787010552558,45,15,16,0.591706116588212,0.6456370748324876,98,60,27,22,54,0,930,138,0,0,1,0,0,0,0,0,0,0,0,0,1
3170-NMYVV,6,26.180194189616795,15,63.0,15,0.5017793201406493,10,98,2.0249265827037384,0,70,0,0.0,0.8766830123645261,1,0,0.0,0.0,0.0,0,0,0,0.49949032860303777,0.937024163899789,97,146,42,62,59,0,1500,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7410-OIEDU,0,23.757118442480504,14,58.800000000000004,14,0.46221421801248597,8,40,1.0438633249221945,1,232,0,0.6503179063893652,0.47578510159534776,0,0,0.5651982790035615,0.3111078310557701,0.0,45,9,23,0.7645345694163929,0.8886824117251231,40,55,35,46,30,0,300,411,0,1,0,0,0,0,1,0,0,0,0,0,0
2273-QCKXA,2,16.431362968590577,5,21.0,5,0.5019339576496655,6,20,1.5474132118692423,0,206,0,0.9285399146161168,0.4079613591532827,1,1,0.6709553654225265,0.5286671648589528,0.0,26,1,29,0.7662514302765815,0.691015956635493,35,96,43,43,47,0,30,75,0,1,0,0,0,0,0,0,0,0,0,0,1
0731-EBJQB,4,26.740388960099786,8,33.6,8,0.49676793667536173,23,49,2.4142955401589727,0,288,0,0.0,0.6988840284919389,1,0,0.0,0.0,0.0,0,0,0,0.3005074870106177,0.8843078134871563,77,127,44,31,4,0,1560,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1891-QRQSA,3,28.628231514949164,17,71.4,17,0.34034029268475285,1,32,0.8320079811483161,0,293,8,0.42435009138175306,0.7389445404009956,0,1,0.10457332374837874,0.08506415687464089,113.30747028807635,7,13,27,0.7677542706550134,0.6488564547367349,35,41,43,62,2,0,1920,31,0,0,1,0,0,0,0,0,1,0,0,0,0
8028-PNXHQ,3,42.43207930449796,11,46.2,11,0.2007953921700564,23,69,1.8046905154606536,0,74,0,0.0,0.44016718772583524,1,0,0.0,0.0,0.0,0,0,0,0.45973932944024454,0.8021360263616211,72,101,15,63,47,0,1860,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5630-AHZIL,0,21.932974946013108,13,54.6,13,0.5069232041295758,20,59,2.166331736861011,0,213,1,0.5436239734830939,0.5671055961901406,1,1,0.18601321626027184,0.3114674383684765,92.2368866673739,3,7,13,0.7146339574085231,0.8162497826282904,70,149,4,34,46,0,90,297,0,1,0,0,0,0,0,0,0,0,0,0,1
2673-CXQEU,3,16.255766376151964,14,58.800000000000004,14,0.29615386020581214,11,80,1.1643632908301818,0,179,2,0.5966053495521058,0.46251542844574534,1,0,0.6514320863292472,0.06490749244431855,193.98575357578073,10,20,25,0.7908938406859054,0.7601533179337153,7,23,12,2,48,0,1680,273,1,0,0,0,0,0,0,0,0,1,0,0,0
6416-JNVRK,1,42.25213794140373,15,63.0,15,0.5020197058112598,24,59,0.770984523552732,0,267,2,0.7819209745147497,0.47748372710626175,1,0,0.36434485521606663,0.5676078438539022,19.88469689681593,0,28,19,0.7706806347026007,0.9010457846113772,16,118,15,61,7,0,1380,364,1,0,0,0,0,0,1,0,0,0,0,0,0
5590-ZSKRV,6,32.97713026367684,11,46.2,11,0.48464129113166293,26,96,2.462545873379628,0,358,0,0.751998129850806,0.42937996151905766,1,0,0.21281305582357352,0.22810535711203322,0.0,43,18,29,0.6326964419468766,0.7459167275806977,23,148,34,7,21,0,240,331,0,1,0,0,0,0,1,0,0,0,0,0,0
0191-ZHSKZ,1,42.07505671333429,16,67.2,16,0.32029805206419487,4,99,1.8464059705519897,0,306,8,0.5413566544127434,0.6287139928968861,0,0,0.21807132839168492,0.5212979709528232,146.07818773493287,45,3,27,0.36974899092900976,0.7004913531974235,77,52,27,3,0,0,900,465,0,1,0,0,0,0,0,0,0,0,1,0,0
